_,Register,"Dictionary Version at introduction","Node or
Leaf",Level,"SMPTE Designator
(first 8 octets)",,,,,,,Version,"SMPTE Item Designator
(last 8 octets following Metadata Dictionary Universal Label) ",,,,,,,,,,,"Formatted as UL",,,,,,"Data Element Name","Data Element Definition",Type,,,,,,"Value Length","Value Range",,,"Defining Document",Notes
,Metadata,5,Leaf,4,06,0E,2B,34,01,01,01,5,1,1,15,8,0,0,0,0,,,,06.0E.2B.34.01.01.01.05.01.01.15.08.00.00.00.00,,,,,,"Clip ID","Clip ID as a basic UMID. Note that the value includes the whole UMID including the first 12 UL bytes",UMID,,,,,,"32 bytes",,,,"SMPTE 330M",
,Metadata,7,Leaf,4,06,0E,2B,34,01,01,01,7,1,1,15,9,0,0,0,0,,,,06.0E.2B.34.01.01.01.07.01.01.15.09.00.00.00.00,,,,,,"Extended Clip ID","Clip ID as an Extended UMID. Note that the value includes the whole UMID including the first 12 UL bytes",UMID,,,,,,"64 bytes",,,,"SMPTE 330M",
,Metadata,7,Leaf,4,06,0E,2B,34,01,01,01,7,1,1,15,0A,0,0,0,0,,,,06.0E.2B.34.01.01.01.07.01.01.15.0A.00.00.00.00,,,,,,"Clip ID Array","An ordered  array of Basic UMIDs","UMID Array",,,,,,"32*n bytes",,,,"SMPTE 394M",
,Metadata,7,Leaf,4,06,0E,2B,34,01,01,01,7,1,1,15,0B,0,0,0,0,,,,06.0E.2B.34.01.01.01.07.01.01.15.0B.00.00.00.00,,,,,,"Extended Clip ID Array","An ordered  array of Extended UMIDs","UMID Array",,,,,,"64*n bytes",,,,"SMPTE 394M",
,Metadata,1,Leaf,4,06,0E,2B,34,01,01,01,1,01,01,15,10,00,00,00,00,,,,06.0E.2B.34.01.01.01.01.01.01.15.10.00.00.00.00,,,,,,"Package ID","Identifies the Metadata Object with a  a unique identifier",PackageID,,,,,,"32 bytes",,,,"Type as defined in SMPTE 377M",
,Metadata,9,Leaf,4,06,0E,2B,34,01,01,01,9,01,01,15,11,00,00,00,00,,,,06.0E.2B.34.01.01.01.09.01.01.15.11.00.00.00.00,,,,,,"Cryptographic Context ID","Identifies the Cryptographic Context used for data encryption",UUID,,,,,,"16 bytes",,,,"SMPTE 429.6",
,Metadata,8,Node,4,06,0E,2B,34,01,01,01,8,01,01,15,40,00,00,00,00,,,,06.0E.2B.34.01.01.01.08.01.01.15.40.00.00.00.00,,,,,,"Globally Unique Object Identifiers","Globally Unique Object Identifiers",,,,,,,,,,,,
,Metadata,8,Node,5,06,0E,2B,34,01,01,01,8,01,01,15,40,1,00,00,00,,,,06.0E.2B.34.01.01.01.08.01.01.15.40.01.00.00.00,,,,,,"Globally Unique Human Identifiers","Globally Unique Human Identifiers",,,,,,,,,,,,
,Metadata,8,Leaf,6,06,0E,2B,34,01,01,01,8,01,01,15,40,1,1,00,00,,,,06.0E.2B.34.01.01.01.08.01.01.15.40.01.01.00.00,,,,,,"Participant ID","Unique identifier of a Participant set as the target of a generalized weak (global) reference",UID,,,,,,"16 bytes",,,,"SMPTE 380M ",
,Metadata,8,Leaf,6,06,0E,2B,34,01,01,01,8,01,01,15,40,1,2,00,00,,,,06.0E.2B.34.01.01.01.08.01.01.15.40.01.02.00.00,,,,,,"Contact ID","Unique identifier of a Contact set as the target of a generalized weak (global) reference",UID,,,,,,"16 bytes",,,,"SMPTE 380M ",
,Metadata,1,Node,3,06,0E,2B,34,01,01,01,1,01,01,20,00,00,00,00,00,,,,06.0E.2B.34.01.01.01.01.01.01.20.00.00.00.00.00,,,,,,"Device Identifiers","Unique identifiers for any device used in programme production - cameras, microphones, editing, colour grading etc",,,,,,,,,,,,
,Metadata,1,Leaf,4,06,0E,2B,34,01,01,01,1,01,01,20,01,00,00,00,00,,,,06.0E.2B.34.01.01.01.01.01.01.20.01.00.00.00.00,,,,,,"Device Designation","Identifies the ""house name"" of the device used in capturing or generating the essence","ISO/IEC 646:1991 - ISO 7-Bit Coded Character Set",,,,,,"32 chars max",,,,,
,Metadata,1,Leaf,4,06,0E,2B,34,01,01,01,1,01,01,20,03,00,00,00,00,,,,06.0E.2B.34.01.01.01.01.01.01.20.03.00.00.00.00,,,,,,"Device Model","Identifies the device model used in capturing or generating the essence.","ISO/IEC 646:1991 - ISO 7-Bit Coded Character Set",,,,,,"32 chars max",,,,,
,Metadata,1,Leaf,4,06,0E,2B,34,01,01,01,1,01,01,20,04,00,00,00,00,,,,06.0E.2B.34.01.01.01.01.01.01.20.04.00.00.00.00,,,,,,"Device Serial Number","Alphanumeric serial number identifying the individual device","ISO/IEC 646:1991 - ISO 7-Bit Coded Character Set",,,,,,"32 chars max",,,,,
,Metadata,2,Leaf,4,06,0E,2B,34,01,01,01,2,01,01,20,05,00,00,00,00,,,,06.0E.2B.34.01.01.01.02.01.01.20.05.00.00.00.00,,,,,,"IEEE Device Identifier (often used as a network node identifier)","Hex number identifying a device by manufacturer and device number","String of UInt8",,,,,,"6 bytes",,,,"IEEE 802 - Network Node ID",
,Metadata,3,Leaf,4,06,0E,2B,34,01,01,01,3,1,1,20,7,0,0,0,0,,,,06.0E.2B.34.01.01.01.03.01.01.20.07.00.00.00.00,,,,,,"Device ID Type","The type of identifier used to identify the device","ISO/IEC 646:1991 - ISO 7-Bit Coded Character Set",,,,,,"4 bytes",,,,,
,Metadata,3,Leaf,4,06,0E,2B,34,01,01,01,3,1,1,20,8,0,0,0,0,,,,06.0E.2B.34.01.01.01.03.01.01.20.08.00.00.00.00,,,,,,"Device Type","Device Type expressed as a common name - e.g. camera, audio tape recorder, RAM, Hard disk etc","ISO/IEC 646:1991 - ISO 7-Bit Coded Character Set",,,,,,"127 bytes max",,,,,
,Metadata,5,Leaf,5,06,0E,2B,34,01,01,01,5,1,1,20,8,1,0,0,0,,,,06.0E.2B.34.01.01.01.05.01.01.20.08.01.00.00.00,,,,,,"Device Type","Defines the kind of device used to capture or create the content (as either a commonly known name or as a locally defined name, e.g. Radio-camera)","UTF-16 char string",,,,,,Variable,,,,,
,Metadata,3,Leaf,5,06,0E,2B,34,01,01,01,3,1,1,20,8,2,0,0,0,,,,06.0E.2B.34.01.01.01.03.01.01.20.08.02.00.00.00,,,,,,"Device Type Code","Device Type expressed as a code","ISO/IEC 646:1991 - ISO 7-Bit Coded Character Set",,,,,,"4 chars max",,,,,
,Metadata,5,Leaf,4,06,0E,2B,34,01,01,01,5,1,1,20,0C,0,0,0,0,,,,06.0E.2B.34.01.01.01.05.01.01.20.0C.00.00.00.00,,,,,,"Device Asset Number","Defines the asset number of the device used in capturing or generating the content","ISO/IEC 646:1991 - ISO 7-Bit Coded Character Set",,,,,,"32 bytes",,,,,
,Metadata,3,Node,3,06,0E,2B,34,01,01,01,3,1,1,21,0,0,0,0,0,,,,06.0E.2B.34.01.01.01.03.01.01.21.00.00.00.00.00,,,,,,"Platform Identifiers","Organisationally given identifiers for platforms, vehicles, or mounts carrying devices or sensors",,,,,,,,,,,,
,Metadata,3,Leaf,4,06,0E,2B,34,01,01,01,3,1,1,21,1,0,0,0,0,,,,06.0E.2B.34.01.01.01.03.01.01.21.01.00.00.00.00,,,,,,"Platform Designation","Identifies the generic name of the platform carrying the device used in capturing or generating the essence","ISO/IEC 646:1991 - ISO 7-Bit Coded Character Set",,,,,,"32 bytes max",,,,,
,Metadata,9,Leaf,5,06,0E,2B,34,01,01,01,9,1,1,21,1,1,0,0,0,,,,06.0E.2B.34.01.01.01.09.01.01.21.01.01.00.00.00,,,,,,"Platform Designation","Identifies the generic name of the platform carrying the device used in capturing or generating the essence","16 bit Unicode String",,,,,,Variable,,,,,
,Metadata,3,Leaf,4,06,0E,2B,34,01,01,01,3,1,1,21,2,0,0,0,0,,,,06.0E.2B.34.01.01.01.03.01.01.21.02.00.00.00.00,,,,,,"Platform Model","Identifies the platform model carrying the device used in capturing or generating the essence.","ISO/IEC 646:1991 - ISO 7-Bit Coded Character Set",,,,,,"32 bytes max",,,,,
,Metadata,3,Leaf,4,06,0E,2B,34,01,01,01,3,1,1,21,3,0,0,0,0,,,,06.0E.2B.34.01.01.01.03.01.01.21.03.00.00.00.00,,,,,,"Platform Serial Number","Alphanumeric serial number identifying the individual platform carrying the device used in capturing or generating the essence.","ISO/IEC 646:1991 - ISO 7-Bit Coded Character Set",,,,,,"32 bytes max",,,,,
,Metadata,1,Node,2,06,0E,2B,34,01,01,01,1,01,02,00,00,00,00,00,00,,,,06.0E.2B.34.01.01.01.01.01.02.00.00.00.00.00.00,,,,,,"Globally Unique Locators","Globally Unique path definitions",,,,,,,,,,,,
,Metadata,1,Node,3,06,0E,2B,34,01,01,01,1,01,02,01,00,00,00,00,00,,,,06.0E.2B.34.01.01.01.01.01.02.01.00.00.00.00.00,,,,,,"UR locators","Unique Resource Locators",,,,,,,,,,,,
,Metadata,1,Leaf,4,06,0E,2B,34,01,01,01,1,01,02,01,01,00,00,00,00,,,,06.0E.2B.34.01.01.01.01.01.02.01.01.00.00.00.00,,,,,,"URL String (ISO 7 bit)","Unique Resource Locator String","ISO/IEC 646:1991 - ISO 7-Bit Coded Character Set",,,,,,"255 bytes max",,,,,
,Metadata,1,Leaf,5,06,0E,2B,34,01,01,01,1,01,02,01,01,01,00,00,00,,,,06.0E.2B.34.01.01.01.01.01.02.01.01.01.00.00.00,,,,,,"URL String (Unicode)","Unique Resource Locator String","16 bit Unicode String",,,,,,"variable 255 chars max.",,,,,
,Metadata,1,Leaf,4,06,0E,2B,34,01,01,01,1,01,02,01,02,00,00,00,00,,,,06.0E.2B.34.01.01.01.01.01.02.01.02.00.00.00.00,,,,,,PURL,"Persistent Universal Resource Locator","ISO/IEC 646:1991 - ISO 7-Bit Coded Character Set",,,,,,"255 bytes max",,,,,
,Metadata,1,Leaf,4,06,0E,2B,34,01,01,01,1,01,02,01,03,00,00,00,0,,,,06.0E.2B.34.01.01.01.01.01.02.01.03.00.00.00.00,,,,,,URN,"Unique Resource Name","ISO/IEC 646:1991 - ISO 7-Bit Coded Character Set",,,,,,"256 bytes max",,,,,
,Metadata,8,Leaf,4,06,0E,2B,34,01,01,01,8,01,02,01,4,00,00,00,0,,,,06.0E.2B.34.01.01.01.08.01.02.01.04.00.00.00.00,,,,,,"Default Namespace URI","The Uniform Resource Identifier (URI) of the default namespace for an XML document","ISO/IEC 646:1991 - ISO 7-Bit Coded Character Set",,,,,,variable,,,,http://www.w3.org/TR/1999/REC-xml-names-19990114,
,Metadata,8,Leaf,5,06,0E,2B,34,01,01,01,8,01,02,01,4,1,00,00,0,,,,06.0E.2B.34.01.01.01.08.01.02.01.04.01.00.00.00,,,,,,"Default Namespace URI","The Uniform Resource Identifier (URI) of the default namespace for an XML document","16 bit Unicode String",,,,,,variable,,,,http://www.w3.org/TR/1999/REC-xml-names-19990114,
,Metadata,8,Leaf,4,06,0E,2B,34,01,01,01,8,01,02,01,5,00,00,00,0,,,,06.0E.2B.34.01.01.01.08.01.02.01.05.00.00.00.00,,,,,,"Namespace URI","A URI associated with a Namespace Prefix used in Qnames in an XML document","ISO/IEC 646:1991 - ISO 7-Bit Coded Character Set",,,,,,Variable,,,,http://www.w3.org/TR/1999/REC-xml-names-19990114,
,Metadata,8,Leaf,5,06,0E,2B,34,01,01,01,8,01,02,01,5,1,00,00,0,,,,06.0E.2B.34.01.01.01.08.01.02.01.05.01.00.00.00,,,,,,"Namespace URI","A URI associated with a Namespace Prefix used in Qnames in an XML document","16 bit Unicode String",,,,,,Variable,,,,http://www.w3.org/TR/1999/REC-xml-names-19990114,
,Metadata,8,Leaf,4,06,0E,2B,34,01,01,01,8,01,02,01,6,00,00,00,0,,,,06.0E.2B.34.01.01.01.08.01.02.01.06.00.00.00.00,,,,,,"Namespace URIs","A list of URIs associated with Namespace Prefixes used in Qnames in an XML document","ISO/IEC 646:1991 - ISO 7-Bit Coded Character Set",,,,,,Variable,,,,http://www.w3.org/TR/1999/REC-xml-names-19990114,
,Metadata,8,Leaf,5,06,0E,2B,34,01,01,01,8,01,02,01,6,1,00,00,0,,,,06.0E.2B.34.01.01.01.08.01.02.01.06.01.00.00.00,,,,,,"Namespace URIs","A list of URIs associated with Namespace Prefixes used in Qnames in an XML document","16 bit Unicode String Array",,,,,,Variable,,,,http://www.w3.org/TR/1999/REC-xml-names-19990114,
,Metadata,4,Node,3,06,0E,2B,34,01,01,01,4,1,2,2,0,0,0,0,0,,,,06.0E.2B.34.01.01.01.04.01.02.02.00.00.00.00.00,,,,,,"Registry Locators","Unique Registry Locators",,,,,,,,,,,,
,Metadata,4,Leaf,4,06,0E,2B,34,01,01,01,4,1,2,2,1,0,0,0,0,,,,06.0E.2B.34.01.01.01.04.01.02.02.01.00.00.00.00,,,,,,"SMPTE Universal Label Locator","SMPTE Universal Label Locators - the value is a UL in a public Registry","Universal Label",,,,,,"16 bytes",,,,,
,Metadata,5,Leaf,4,06,0E,2B,34,01,01,01,5,1,2,2,2,0,0,0,0,,,,06.0E.2B.34.01.01.01.05.01.02.02.02.00.00.00.00,,,,,,"Identification Locator","Specifies the Universal Label that locates the identification kind in a dictionary.","Universal Label",,,,,,"16 bytes",,,,,
,Metadata,5,Leaf,4,06,0E,2B,34,01,01,01,5,1,2,2,3,0,0,0,0,,,,06.0E.2B.34.01.01.01.05.01.02.02.03.00.00.00.00,,,,,,"Operational Pattern Universal Label","Specifies the SMPTE Universal Label that locates an Operational Pattern","Universal Label",,,,,,"16 bytes",,,,,
,Metadata,4,Node,4,06,0E,2B,34,01,01,01,4,1,2,2,10,0,0,0,0,,,,06.0E.2B.34.01.01.01.04.01.02.02.10.00.00.00.00,,,,,,"Registry Locator Groups","Groups of Unique Registry Locators",,,,,,,,,,,,
,Metadata,4,Node,5,06,0E,2B,34,01,01,01,4,1,2,2,10,1,0,0,0,,,,06.0E.2B.34.01.01.01.04.01.02.02.10.01.00.00.00,,,,,,"Registry Locator Ordered Group (Arrays)","Ordered Group (Array) of Unique Registry Locators",,,,,,,,,,,,
,Metadata,4,Leaf,6,06,0E,2B,34,01,01,01,4,1,2,2,10,1,1,0,0,,,,06.0E.2B.34.01.01.01.04.01.02.02.10.01.01.00.00,,,,,,EssenceContainerArray,"An array of 'n' universal labels of all essence containers in the file","Array of Universal Labels",,,,,,16*n,,,,,
,Metadata,5,Node,5,06,0E,2B,34,01,01,01,5,1,2,2,10,2,0,0,0,,,,06.0E.2B.34.01.01.01.05.01.02.02.10.02.00.00.00,,,,,,"Registry Locator Unordered Groups","Unordered Groups of Unique Registry Locators",,,,,,,,,,,,
,Metadata,5,Leaf,6,06,0E,2B,34,01,01,01,5,1,2,2,10,2,1,0,0,,,,06.0E.2B.34.01.01.01.05.01.02.02.10.02.01.00.00,,,,,,EssenceContainers,"A batch of 'n' universal labels of all essence containers in the file","Batch of Universal Labels",,,,,,16*n,,,,"Type as defined in SMPTE 377M",
,Metadata,5,Leaf,6,06,0E,2B,34,01,01,01,5,1,2,2,10,2,2,0,0,,,,06.0E.2B.34.01.01.01.05.01.02.02.10.02.02.00.00,,,,,,"DM Schemes","An unordered batch of 'n' Universal Labels of all the Descriptive Metadata schemes used in this file","Batch of Universal Labels",,,,,,16*n,,,,"Type as defined in SMPTE 377M",
,Metadata,1,Node,2,06,0E,2B,34,01,01,01,1,01,03,00,00,00,00,00,00,,,,06.0E.2B.34.01.01.01.01.01.03.00.00.00.00.00.00,,,,,,"Locally Unique Identifiers","Identifier unique to the local context",,,,,,,,,,,,
,Metadata,1,Node,3,06,0E,2B,34,01,01,01,1,01,03,01,00,00,00,00,00,,,,06.0E.2B.34.01.01.01.01.01.03.01.00.00.00.00.00,,,,,,"Administrative identifiers","Identifiers relating to Business and Administration",,,,,,,,,,,,
,Metadata,1,Leaf,4,06,0E,2B,34,01,01,01,1,01,03,01,01,00,00,00,00,,,,06.0E.2B.34.01.01.01.01.01.03.01.01.00.00.00.00,,,,,,"Transmission Identifier","Identifier for transmission control","ISO/IEC 646:1991 - ISO 7-Bit Coded Character Set",,,,,,"32 chars max",,,,,
,Metadata,1,Leaf,4,06,0E,2B,34,01,01,01,1,01,03,01,02,00,00,00,00,,,,06.0E.2B.34.01.01.01.01.01.03.01.02.00.00.00.00,,,,,,"Archive Identifier","Identifier for archival purposes","ISO/IEC 646:1991 - ISO 7-Bit Coded Character Set",,,,,,"32 chars max",,,,,
,Metadata,1,Leaf,4,06,0E,2B,34,01,01,01,1,01,03,01,03,00,00,00,00,,,,06.0E.2B.34.01.01.01.01.01.03.01.03.00.00.00.00,,,,,,"Item ID","Identifier of a content item","ISO/IEC 646:1991 - ISO 7-Bit Coded Character Set",,,,,,"32 chars max",,,,,
,Metadata,1,Leaf,4,06,0E,2B,34,01,01,01,1,01,03,01,04,00,00,00,00,,,,06.0E.2B.34.01.01.01.01.01.03.01.04.00.00.00.00,,,,,,"Accounting Reference","Reference number for accounting purposes","ISO/IEC 646:1991 - ISO 7-Bit Coded Character Set",,,,,,"32 chars max",,,,,
,Metadata,1,Leaf,4,06,0E,2B,34,01,01,01,1,01,03,01,05,00,00,00,00,,,,06.0E.2B.34.01.01.01.01.01.03.01.05.00.00.00.00,,,,,,"Traffic ID","Identifier for emmission management and/or billing","ISO/IEC 646:1991 - ISO 7-Bit Coded Character Set",,,,,,"32 chars max",,,,,
,Metadata,2,Leaf,4,06,0E,2B,34,01,01,01,2,01,03,01,06,00,00,00,00,,,,06.0E.2B.34.01.01.01.02.01.03.01.06.00.00.00.00,,,,,,"Project number","Identifier for a particular project or mission","ISO/IEC 646:1991 - ISO 7-Bit Coded Character Set",,,,,,"32 chars max",,,,,
,Metadata,3,Leaf,4,06,0E,2B,34,01,01,01,3,1,3,1,7,0,0,0,0,,,,06.0E.2B.34.01.01.01.03.01.03.01.07.00.00.00.00,,,,,,"Local Target ID","A free-text, locally defined name or ID of one or more individual targets or target areas in a motion imagery stream. The image originators are free to populate this field as needed with values from their own target naming or numbering system.","ISO/IEC 646:1991 - ISO 7-Bit Coded Character Set",,,,,,"32 chars max",,,,,
,Metadata,9,Leaf,5,06,0E,2B,34,01,01,01,9,1,3,1,7,1,0,0,0,,,,06.0E.2B.34.01.01.01.09.01.03.01.07.01.00.00.00,,,,,,"Local Target ID","A free-text, locally defined name or ID of one or more individual targets or target areas in a motion imagery stream. The image originators are free to populate this field as needed with values from their own target naming or numbering system.","16 bit Unicode String",,,,,,"32 chars max",,,,,
,Metadata,5,Leaf,4,06,0E,2B,34,01,01,01,5,1,3,1,8,0,0,0,0,,,,06.0E.2B.34.01.01.01.05.01.03.01.08.00.00.00.00,,,,,,"Project Name","Name for a particular project or mission","ISO/IEC 646:1991 - ISO 7-Bit Coded Character Set",,,,,,"32 chars max",,,,,
,Metadata,5,Leaf,5,06,0E,2B,34,01,01,01,5,1,3,1,8,1,0,0,0,,,,06.0E.2B.34.01.01.01.05.01.03.01.08.01.00.00.00,,,,,,"Project Name","Name for a particular project or mission","16 bit Unicode String",,,,,,Variable,,,,,
,Metadata,9,Leaf,4,06,0E,2B,34,01,01,01,9,1,3,1,9,0,0,0,0,,,,06.0E.2B.34.01.01.01.09.01.03.01.09.00.00.00.00,,,,,,"NITF Layer Target ID","A free-text, locally defined name or ID of one or more individual targets or target areas from an NITF (National Imagery Transmission Format) still image layer","ISO/IEC 646:1991 - ISO 7-Bit Coded Character Set",,,,,,"32 chars max",,,,,
,Metadata,9,Leaf,5,06,0E,2B,34,01,01,01,9,1,3,1,9,1,0,0,0,,,,06.0E.2B.34.01.01.01.09.01.03.01.09.01.00.00.00,,,,,,"NITF Layer Target ID","A free-text, locally defined name or ID of one or more individual targets or target areas from an NITF (National Imagery Transmission Format) still image layer","16 bit Unicode String",,,,,,"32 chars max",,,,,
,Metadata,1,Node,3,06,0E,2B,34,01,01,01,1,01,03,02,00,00,00,00,00,,,,06.0E.2B.34.01.01.01.01.01.03.02.00.00.00.00.00,,,,,,"Physical Media Local Identifiers","Organisationally given identifiers for physical media",,,,,,,,,,,,
,Metadata,1,Node,4,06,0E,2B,34,01,01,01,1,01,03,02,01,00,00,00,00,,,,06.0E.2B.34.01.01.01.01.01.03.02.01.00.00.00.00,,,,,,"Film local codes","Organisationally given identifiers for film",,,,,,,,,,,,
,Metadata,1,Leaf,5,06,0E,2B,34,01,01,01,1,01,03,02,01,01,00,00,00,,,,06.0E.2B.34.01.01.01.01.01.03.02.01.01.00.00.00,,,,,,"Reel/Roll number","An organisationally given number for a film reel or roll.","ISO/IEC 646:1991 - ISO 7-Bit Coded Character Set",,,,,,"32 chars max",,,,,
,Metadata,2,Leaf,5,06,0E,2B,34,01,01,01,2,01,03,02,01,02,00,00,00,,,,06.0E.2B.34.01.01.01.02.01.03.02.01.02.00.00.00,,,,,,"Film header ","An organizationally given header for a film reel or roll",DataValue,,,,,,"8 bytes max",,,,,
,Metadata,1,Node,4,06,0E,2B,34,01,01,01,1,01,03,02,02,00,00,00,00,,,,06.0E.2B.34.01.01.01.01.01.03.02.02.00.00.00.00,,,,,,"Tape local identifiers","Organisationally given identifiers for tape",,,,,,,,,,,,
,Metadata,1,Leaf,5,06,0E,2B,34,01,01,01,1,01,03,02,02,01,00,00,00,,,,06.0E.2B.34.01.01.01.01.01.03.02.02.01.00.00.00,,,,,,"Tape number","An organisationally given number for a tape.","ISO/IEC 646:1991 - ISO 7-Bit Coded Character Set",,,,,,"32 chars max",,,,,
,Metadata,3,Node,4,06,0E,2B,34,01,01,01,3,01,03,02,03,00,00,00,00,,,,06.0E.2B.34.01.01.01.03.01.03.02.03.00.00.00.00,,,,,,"Disk Identifiers",,,,,,,,,,,,,
,Metadata,3,Node,5,06,0E,2B,34,01,01,01,3,01,03,02,03,1,00,00,00,,,,06.0E.2B.34.01.01.01.03.01.03.02.03.01.00.00.00,,,,,,"Magnetic disks",,,,,,,,,,,,,
,Metadata,3,Leaf,6,06,0E,2B,34,01,01,01,3,01,03,02,03,01,1,00,00,,,,06.0E.2B.34.01.01.01.03.01.03.02.03.01.01.00.00,,,,,,"Magnetic Disk number","An organisationally given number for a magnetic disc or disc pack.","ISO/IEC 646:1991 - ISO 7-Bit Coded Character Set",,,,,,"32 char max",,,,,
,Metadata,3,Node,5,06,0E,2B,34,01,01,01,3,01,03,02,03,2,00,00,00,,,,06.0E.2B.34.01.01.01.03.01.03.02.03.02.00.00.00,,,,,,"Optical disks",,,,,,,,,,,,,
,Metadata,3,Leaf,6,06,0E,2B,34,01,01,01,3,01,03,02,03,2,1,00,00,,,,06.0E.2B.34.01.01.01.03.01.03.02.03.02.01.00.00,,,,,,"Optical Disk number","An organisationally given number for an optical disc or disc pack.","ISO/IEC 646:1991 - ISO 7-Bit Coded Character Set",,,,,,"32 char max",,,,,
,Metadata,1,Node,3,06,0E,2B,34,01,01,01,1,01,03,03,00,00,00,00,00,,,,06.0E.2B.34.01.01.01.01.01.03.03.00.00.00.00.00,,,,,,"Object local identifiers","Object identifiers",,,,,,,,,,,,
,Metadata,1,Leaf,4,06,0E,2B,34,01,01,01,1,01,03,03,01,00,00,00,00,,,,06.0E.2B.34.01.01.01.01.01.03.03.01.00.00.00.00,,,,,,LUID,"A 4 byte locally unique ID",UInt32,,,,,,"4 bytes",,,,,
,Metadata,9,Leaf,4,06,0E,2B,34,01,01,01,9,01,03,03,02,0,00,00,00,,,,06.0E.2B.34.01.01.01.09.01.03.03.02.00.00.00.00,,,,,,"Package Name","Identifies a metadata package by name","ISO/IEC 646:1991 - ISO 7-Bit Coded Character Set",,,,,,Variable,,,,,
,Metadata,1,Leaf,5,06,0E,2B,34,01,01,01,1,01,03,03,02,01,00,00,00,,,,06.0E.2B.34.01.01.01.01.01.03.03.02.01.00.00.00,,,,,,"Package Name","Identifies a metadata package by name","16 bit Unicode String",,,,,,Variable,,,,"SMPTE 377M",
,Metadata,2,Node,3,06,0E,2B,34,01,01,01,2,01,03,04,00,00,00,00,00,,,,06.0E.2B.34.01.01.01.02.01.03.04.00.00.00.00.00,,,,,,"Network and Stream identifiers","Information about channel numbering",,,,,,,,,,,,
,Metadata,2,Leaf,4,06,0E,2B,34,01,01,01,2,01,03,04,01,00,00,00,00,,,,06.0E.2B.34.01.01.01.02.01.03.04.01.00.00.00.00,,,,,,"Channel handle","Unique number identifying a channel number in a stream",Int16,,,,,,"2 bytes",,,,"SMPTE 332M",
,Metadata,3,Leaf,4,06,0E,2B,34,01,01,01,3,1,3,4,2,0,0,0,0,,,,06.0E.2B.34.01.01.01.03.01.03.04.02.00.00.00.00,,,,,,"Stream ID","Organizationally given identifier that is the stream_id in ISO/IEC 13818-1 (MPEG-2 Systems)",Integer,,,,,,"1 Byte",,,,"ISO 13818-1",
,Metadata,3,Leaf,4,06,0E,2B,34,01,01,01,3,1,3,4,3,0,0,0,0,,,,06.0E.2B.34.01.01.01.03.01.03.04.03.00.00.00.00,,,,,,"Transport Stream ID","Identifier that is the transport_stream_id in ISO/IEC 13818-1 (MPEG-2 Systems)",Integer,,,,,,"2 bytes",,,,"ISO 13818-1",
,Metadata,4,Leaf,4,06,0E,2B,34,01,01,01,4,1,3,4,4,0,0,0,0,,,,06.0E.2B.34.01.01.01.04.01.03.04.04.00.00.00.00,,,,,,"Essence stream ID","Essence (or its container) stream ID ",UInt32,,,,,,"4 bytes",,,,"SMPTE 332M",
,Metadata,4,Leaf,4,06,0E,2B,34,01,01,01,4,1,3,4,5,0,0,0,0,,,,06.0E.2B.34.01.01.01.04.01.03.04.05.00.00.00.00,,,,,,"Index stream ID","Index table stream ID ",UInt32,,,,,,"4 bytes",,,,"SMPTE 332M",
,Metadata,9,Leaf,4,06,0E,2B,34,01,01,01,9,1,3,4,6,0,0,0,0,,,,06.0E.2B.34.01.01.01.09.01.03.04.06.00.00.00.00,,,,,,"RP217 Data Stream PID","Identifier that is the transport_stream_id in ISO/IEC 13818-1 (MPEG-2 Systems) for the Data stream per RP217",Integer,,,,,,"2 bytes",,,,"ISO 13818-1",
,Metadata,9,Leaf,4,06,0E,2B,34,01,01,01,9,1,3,4,7,0,0,0,0,,,,06.0E.2B.34.01.01.01.09.01.03.04.07.00.00.00.00,,,,,,"RP217 Video Stream PID","Identifier that is the transport_stream_id in ISO/IEC 13818-1 (MPEG-2 Systems) for the Video stream per RP217",Integer,,,,,,"2 bytes",,,,"ISO 13818-1",
,Metadata,3,Node,3,06,0E,2B,34,01,01,01,3,1,3,5,0,0,0,0,0,,,,06.0E.2B.34.01.01.01.03.01.03.05.00.00.00.00.00,,,,,,"Organisational Programme Identifiers","Programme identifiers unique within an organisation",,,,,,,,,,,,
,Metadata,3,Leaf,4,06,0E,2B,34,01,01,01,3,1,3,5,1,0,0,0,0,,,,06.0E.2B.34.01.01.01.03.01.03.05.01.00.00.00.00,,,,,,"Organisational Programme number","An Identifier, unique only within an organisation, for a programme","ISO/IEC 646:1991 - ISO 7-Bit Coded Character Set",,,,,,"127 bytes max",,,,,
,Metadata,3,Leaf,5,06,0E,2B,34,01,01,01,3,1,3,5,1,1,0,0,0,,,,06.0E.2B.34.01.01.01.03.01.03.05.01.01.00.00.00,,,,,,"Organisational Programme number","An Identifier, unique only within an organisation, for a programme","16 bit Unicode String",,,,,,Variable,,,,,
,Metadata,3,Node,3,06,0E,2B,34,01,01,01,3,1,3,6,0,0,0,0,0,,,,06.0E.2B.34.01.01.01.03.01.03.06.00.00.00.00.00,,,,,,"Metadata identifiers","16-byte Identifiers for metadata elements",,,,,,,,,,,,
,Metadata,3,Leaf,4,06,0E,2B,34,01,01,01,3,1,3,6,1,0,0,0,0,,,,06.0E.2B.34.01.01.01.03.01.03.06.01.00.00.00.00,,,,,,"Item Designator ID (16 byte)","Organizationally given identifier that is the 16-byte Item Designator (SMPTE 336M)  for any data or metadata that uses the SMPTE Universal Label","SMPTE 336M",,,,,,"16 bytes",,,,"SMPTE 336M",
