_,Register,"Dictionary Version at introduction","Node or
Leaf",Level,"SMPTE Designator
(first 8 octets)",,,,,,,Version,"SMPTE Item Designator
(last 8 octets following Metadata Dictionary Universal Label) ",,,,,,,,,,,"Formatted as UL",,,,,,"Data Element Name","Data Element Definition",Type,,,,,,"Value Length","Value Range",,,"Defining Document",Notes
,Metadata,1,Node,3,06,0E,2B,34,01,01,01,1,04,05,03,00,00,00,00,00,,,,06.0E.2B.34.01.01.01.01.04.05.03.00.00.00.00.00,,,,,,"Digital Monitoring & Control Coding Parameters","Information about the original digital coding of the data",,,,,,,,,,,,
,Metadata,1,Node,4,06,0E,2B,34,01,01,01,1,04,05,03,01,00,00,00,00,,,,06.0E.2B.34.01.01.01.01.04.05.03.01.00.00.00.00,,,,,,"Digital Monitoring & Control Sampling Parameters","Information about the Monitoring and Control metadata digital sampling",,,,,,,,,,,,
,Metadata,1,Node,3,06,0E,2B,34,01,01,01,1,04,05,10,00,00,00,00,00,,,,06.0E.2B.34.01.01.01.01.04.05.10.00.00.00.00.00,,,,,,"Monitoring & Control test parameters","Monitoring and Control metadata test parameters from the original recording",,,,,,,,,,,,
,Metadata,1,Node,2,06,0E,2B,34,01,01,01,1,04,06,00,00,00,00,00,00,,,,06.0E.2B.34.01.01.01.01.04.06.00.00.00.00.00.00,,,,,,"General Coding Characteristics","Characteristics that apply to more than one type of essence or metadata",,,,,,,,,,,,
,Metadata,1,Node,3,06,0E,2B,34,01,01,01,1,04,06,01,00,00,00,00,00,,,,06.0E.2B.34.01.01.01.01.04.06.01.00.00.00.00.00,,,,,,"General Essence Coding Characteristics","Characteristics that apply to more than one type of essence ",,,,,,,,,,,,
,Metadata,1,Leaf,4,06,0E,2B,34,01,01,01,1,04,06,01,01,00,00,00,00,,,,06.0E.2B.34.01.01.01.01.04.06.01.01.00.00.00.00,,,,,,"Sample Rate","Specifies the number of addressable elements of essence data per second",Rational,,,,,,"8 bytes",,,,,
,Metadata,1,Leaf,4,06,0E,2B,34,01,01,01,1,04,06,01,02,00,00,00,00,,,,06.0E.2B.34.01.01.01.01.04.06.01.02.00.00.00.00,,,,,,Length,"Specifies the number of addressable elements of essence data",Length,,,,,,"8 bytes",,,,"Type as defined in SMPTE 377M",
,Metadata,4,Node,3,06,0E,2B,34,01,01,01,4,4,6,2,0,0,0,0,0,,,,06.0E.2B.34.01.01.01.04.04.06.02.00.00.00.00.00,,,,,,"General Essence Container Characteristics","Characteristics that apply to Essence Containers",,,,,,,,,,,,
,Metadata,4,Leaf,4,06,0E,2B,34,01,01,01,4,4,6,2,1,0,0,0,0,,,,06.0E.2B.34.01.01.01.04.04.06.02.01.00.00.00.00,,,,,,"Edit Unit Length","The length of an edit unit (in Bytes) in the container",UInt32,,,,,,"4 bytes",,,,,
,Metadata,7,Leaf,4,06,0E,2B,34,01,01,01,7,04,06,2,02,00,00,00,00,,,,06.0E.2B.34.01.01.01.07.04.06.02.02.00.00.00.00,,,,,,"Approx Image Container Size","Identifies, to an order of magnitude, the size of the image",UInt32,,,,,,"4 bytes",,,,,
,Metadata,9,Leaf,4,06,0E,2B,34,01,01,01,9,04,06,2,3,00,00,00,00,,,,06.0E.2B.34.01.01.01.09.04.06.02.03.00.00.00.00,,,,,,"Product Format","Identifies the name of the image file format","ISO/IEC 646:1991 - ISO 7-Bit Coded Character Set",,,,,,"30 chars",,,,,
,Metadata,9,Leaf,5,06,0E,2B,34,01,01,01,9,04,06,2,3,1,00,00,00,,,,06.0E.2B.34.01.01.01.09.04.06.02.03.01.00.00.00,,,,,,"Product Format","Identifies the name of the image file format","16 bit Unicode String",,,,,,"30 Unicode chars",,,,,
,Metadata,10,Leaf,4,06,0E,2B,34,01,01,01,0A,4,6,2,4,0,0,0,0,,,,06.0E.2B.34.01.01.01.0A.04.06.02.04.00.00.00.00,,,,,,"CBE Start Offset","The byte offset to the first essence data in a CBE (Constant Bytes per Element) essence stream",UInt64,,,,,,"8 bytes",,,,,
,Metadata,10,Leaf,4,06,0E,2B,34,01,01,01,0A,04,06,2,5,00,00,00,00,,,,06.0E.2B.34.01.01.01.0A.04.06.02.05.00.00.00.00,,,,,,"VBE End Offset","The byte offset to the end of the final essence unit in a VBE (Variable Bytes per Element) essence stream. Used to calculate the size of the final essence unit.",UInt64,,,,,,"8 bytes",,,,,
,Metadata,4,Node,3,06,0E,2B,34,01,01,01,4,4,6,8,0,0,0,0,0,,,,06.0E.2B.34.01.01.01.04.04.06.08.00.00.00.00.00,,,,,,"General Metadata Coding Characteristics","Characteristics that apply to more than one type of metadata ",,,,,,,,,,,,
,Metadata,7,Leaf,4,06,0E,2B,34,01,01,01,7,4,6,8,1,0,0,0,0,,,,06.0E.2B.34.01.01.01.07.04.06.08.01.00.00.00.00,,,,,,"Metadata Encoding Scheme Code","The code that indicates the manner in which the metadata for the motion imagery was encoded.","ISO/IEC 646:1991 - ISO 7-Bit Coded Character Set",,,,,,"20 chars",,,,,
,Metadata,8,Leaf,4,06,0E,2B,34,01,01,01,8,4,6,8,2,0,0,0,0,,,,06.0E.2B.34.01.01.01.08.04.06.08.02.00.00.00.00,,,,,,"RIFF Chunk ID","The code that identifies the data contained in a RIFF chunk",UInt32,,,,,,"4 bytes",,,,"SMPTE 382M",
,Metadata,4,Node,3,06,0E,2B,34,01,01,01,4,4,6,9,0,0,0,0,0,,,,06.0E.2B.34.01.01.01.04.04.06.09.00.00.00.00.00,,,,,,"General Metadata Container Characteristics","Characteristics that apply to metadata Containers",,,,,,,,,,,,
,Metadata,4,Leaf,4,06,0E,2B,34,01,01,01,4,4,6,9,1,0,0,0,0,,,,06.0E.2B.34.01.01.01.04.04.06.09.01.00.00.00.00,,,,,,HeaderByteCount,"Count of bytes used for the metadata in a file Header",UInt64,,,,,,"8 bytes",,,,,
,Metadata,4,Leaf,4,06,0E,2B,34,01,01,01,4,4,6,9,2,0,0,0,0,,,,06.0E.2B.34.01.01.01.04.04.06.09.02.00.00.00.00,,,,,,"Index Byte Count","Count of bytes used for index table segments",UInt64,,,,,,"8 bytes",,,,,
,Metadata,8,Leaf,4,06,0E,2B,34,01,01,01,8,4,6,9,3,0,0,0,0,,,,06.0E.2B.34.01.01.01.08.04.06.09.03.00.00.00.00,,,,,,"RIFF Chunk Length","Count of bytes in a RIFF chunk",UInt32,,,,,,"4 bytes",,,,"SMPTE 382M",
,Metadata,4,Node,3,06,0E,2B,34,01,01,01,4,4,6,10,0,0,0,0,0,,,,06.0E.2B.34.01.01.01.04.04.06.10.00.00.00.00.00,,,,,,"General Data Coding Characteristics","Characteristics that apply to any type of data ",,,,,,,,,,,,
,Metadata,4,Leaf,4,06,0E,2B,34,01,01,01,4,4,6,10,1,0,0,0,0,,,,06.0E.2B.34.01.01.01.04.04.06.10.01.00.00.00.00,,,,,,"(Pack) Length","Big-endian overall length of set or pack",UInt32,,,,,,"4 bytes",,,,,
,Metadata,9,Leaf,4,06,0E,2B,34,01,01,01,9,4,6,10,2,0,0,0,0,,,,06.0E.2B.34.01.01.01.09.04.06.10.02.00.00.00.00,,,,,,"Source Length","Length of the unencrypted value (V) in a KLV triplet",UInt64,,,,,,"4 bytes",,,,,
,Metadata,2,Node,2,06,0E,2B,34,01,01,01,2,04,07,00,00,00,00,00,00,,,,06.0E.2B.34.01.01.01.02.04.07.00.00.00.00.00.00,,,,,,"General Essence and Data Parameters ","Specifies information relating to the essence and data",,,,,,,,,,,,
,Metadata,2,Leaf,3,06,0E,2B,34,01,01,01,2,04,07,01,00,00,00,00,00,,,,06.0E.2B.34.01.01.01.02.04.07.01.00.00.00.00.00,,,,,,"Data Definition","Specifies the basic essence type of a component",WeakReference,,,,,,"16 bytes",,,,"SMPTE 377M",
,Metadata,5,Leaf,4,6,0E,2B,34,01,01,01,5,04,07,01,1,00,00,00,00,,,,06.0E.2B.34.01.01.01.05.04.07.01.01.00.00.00.00,,,,,,"(deprecated) Data Definition","The value defines the kind of data or metadata to which it refers","Universal Label",,,,,,"16 bytes",,,,,
,Metadata,2,Leaf,3,06,0E,2B,34,01,01,01,2,04,07,02,00,00,00,00,00,,,,06.0E.2B.34.01.01.01.02.04.07.02.00.00.00.00.00,,,,,,"Stream Data ","Specifies the stream of data as essence",DataStream,,,,,,Variable,,,,,
,Metadata,2,Leaf,3,06,0E,2B,34,01,01,01,2,04,07,03,00,00,00,00,00,,,,06.0E.2B.34.01.01.01.02.04.07.03.00.00.00.00.00,,,,,,"Timecode Data","Specifies the Timecode stream contains essence",DataStream,,,,,,Variable,,,,,
,Metadata,8,Leaf,3,06,0E,2B,34,01,01,01,8,04,07,4,00,00,00,00,00,,,,06.0E.2B.34.01.01.01.08.04.07.04.00.00.00.00.00,,,,,,"RIFF Chunk Data ","The data bytes of a RIFF chunk",DataStream,,,,,,Variable,,,,"SMPTE 382M",
,Metadata,1,Node,2,06,0E,2B,34,01,01,01,1,04,08,00,00,00,00,00,00,,,,06.0E.2B.34.01.01.01.01.04.08.00.00.00.00.00.00,,,,,,"Object Characteristics",,,,,,,,,,,,,
,Metadata,5,Node,2,6,0E,2B,34,01,01,01,5,4,9,0,0,0,0,0,0,,,,06.0E.2B.34.01.01.01.05.04.09.00.00.00.00.00.00,,,,,,"Format Characteristics","Specifies formatting used in laying down the essence onto physical media",,,,,,,,,,,,
,Metadata,5,Leaf,3,06,0E,2B,34,01,01,01,5,4,9,1,0,0,0,0,0,,,,06.0E.2B.34.01.01.01.05.04.09.01.00.00.00.00.00,,,,,,"Recorded Format","Specifies the recording format as laid down on the media;  e.g.  D5, Betacam etc","ISO/IEC 646:1991 - ISO 7-Bit Coded Character Set",,,,,,"32 bytes max",,,,,
,Metadata,2,Leaf,4,06,0E,2B,34,01,01,01,2,4,9,1,1,0,0,0,0,,,,06.0E.2B.34.01.01.01.02.04.09.01.01.00.00.00.00,,,,,,"Recorded Format","Specifies the recording format as laid down on the media;  e.g.  D5, Betacam etc","16 bit Unicode String",,,,,,"32 unicode characters max",,,,,
,Metadata,7,Leaf,3,06,0E,2B,34,01,01,01,7,4,9,2,0,0,0,0,0,,,,06.0E.2B.34.01.01.01.07.04.09.02.00.00.00.00.00,,,,,,"MIME Media Type","Specifies the MIME media type as defined by IETF","ISO/IEC 646:1991 - ISO 7-Bit Coded Character Set",,,,,,variable,,,,"RFC 2048",
,Metadata,7,Leaf,4,06,0E,2B,34,01,01,01,7,4,9,2,1,0,0,0,0,,,,06.0E.2B.34.01.01.01.07.04.09.02.01.00.00.00.00,,,,,,"MIME Media Type","Specifies the MIME media type as defined by IETF","16 bit Unicode String",,,,,,variable,,,,"RFC 2048",
,Metadata,8,Leaf,3,06,0E,2B,34,01,01,01,8,4,9,3,0,0,0,0,0,,,,06.0E.2B.34.01.01.01.08.04.09.03.00.00.00.00.00,,,,,,"MIME Char Set","Specifies the registered character set used by both the internal and external representation of the data as defined by IETF RFC 2048 and http://www.iana.org/assignmnets/character-sets","ISO/IEC 646:1991 - ISO 7-Bit Coded Character Set",,,,,,variable,,,,"RFC 2048",
,Metadata,8,Leaf,4,06,0E,2B,34,01,01,01,8,4,9,3,1,0,0,0,0,,,,06.0E.2B.34.01.01.01.08.04.09.03.01.00.00.00.00,,,,,,"MIME Char Set","Specifies the registered character set used by both the internal and external representation of the data as defined by IETF RFC 2048 and http://www.iana.org/assignmnets/character-sets","16 bit Unicode String",,,,,,variable,,,,"RFC 2048",
,Metadata,8,Leaf,3,06,0E,2B,34,01,01,01,8,4,9,4,0,0,0,0,0,,,,06.0E.2B.34.01.01.01.08.04.09.04.00.00.00.00.00,,,,,,"MIME Encoding","Specifies the registered character set used by the external representation of the data as defined by IETF RFC 2048 and http://www.iana.org/assignmnets/character-sets","ISO/IEC 646:1991 - ISO 7-Bit Coded Character Set",,,,,,variable,,,,"RFC 2048",
,Metadata,8,Leaf,4,06,0E,2B,34,01,01,01,8,4,9,4,1,0,0,0,0,,,,06.0E.2B.34.01.01.01.08.04.09.04.01.00.00.00.00,,,,,,"MIME Encoding","Specifies the registered character set used by the external representation of the data as defined by IETF RFC 2048 and http://www.iana.org/assignmnets/character-sets","16 bit Unicode String",,,,,,variable,,,,"RFC 2048",
,Metadata,3,Node,2,06,0E,2B,34,01,01,01,3,4,0F,0,0,0,0,0,0,,,,06.0E.2B.34.01.01.01.03.04.0F.00.00.00.00.00.00,,,,,,"Storage Characteristics",,,,,,,,,,,,,
,Metadata,3,Leaf,3,06,0E,2B,34,01,01,01,3,4,0F,1,0,0,0,0,0,,,,06.0E.2B.34.01.01.01.03.04.0F.01.00.00.00.00.00,,,,,,"Storage kind ","The kind of storage expressed as a name - e.g. C.D.; D.V.D.; Betas SP","ISO/IEC 646:1991 - ISO 7-Bit Coded Character Set",,,,,,"32 bytes max",,,,,
,Metadata,3,Leaf,4,06,0E,2B,34,01,01,01,3,4,0F,1,1,0,0,0,0,,,,06.0E.2B.34.01.01.01.03.04.0F.01.01.00.00.00.00,,,,,,"Storage kind","The kind of storage expressed as a name - e.g. C.D.; D.V.D.; Betas SP","16 bit Unicode String",,,,,,"64 bytes max",,,,,
,Metadata,3,Leaf,4,06,0E,2B,34,01,01,01,3,4,0F,1,2,0,0,0,0,,,,06.0E.2B.34.01.01.01.03.04.0F.01.02.00.00.00.00,,,,,,"Storage Kind Code","The kind of storage expressed as a code","ISO/IEC 646:1991 - ISO 7-Bit Coded Character Set",,,,,,"4 chars max",,,,,
,Metadata,1,Node,2,06,0E,2B,34,01,01,01,1,04,10,00,00,00,00,00,00,,,,06.0E.2B.34.01.01.01.01.04.10.00.00.00.00.00.00,,,,,,"Medium Characteristics","Characteristics describing the medium containing the essence for transport or storage",,,,,,,,,,,,
,Metadata,1,Node,3,06,0E,2B,34,01,01,01,1,04,10,01,00,00,00,00,00,,,,06.0E.2B.34.01.01.01.01.04.10.01.00.00.00.00.00,,,,,,"Storage Medium parameters ","Characteristics that describe the physical medium such as cartridge size",,,,,,,,,,,,
,Metadata,1,Node,4,06,0E,2B,34,01,01,01,1,04,10,01,01,00,00,00,00,,,,06.0E.2B.34.01.01.01.01.04.10.01.01.00.00.00.00,,,,,,"Tape Medium Parameters","Characteristics of Tape medium",,,,,,,,,,,,
,Metadata,2,Leaf,5,06,0E,2B,34,01,01,01,2,04,10,01,01,01,00,00,00,,,,06.0E.2B.34.01.01.01.02.04.10.01.01.01.00.00.00,,,,,,"Tape shell kind","Specifies the cassette etc. shell - eg 1 inch B,  1 inch C,  90 minute Betacam,  DAT, 1/4 inch.","ISO/IEC 646:1991 - ISO 7-Bit Coded Character Set",,,,,,"32 bytes max",,,,,
,Metadata,2,Leaf,6,06,0E,2B,34,01,01,01,2,04,10,01,01,01,01,00,00,,,,06.0E.2B.34.01.01.01.02.04.10.01.01.01.01.00.00,,,,,,"Tape shell kind","Specifies the cassette etc. shell - eg 1 inch B,  1 inch C,  90 minute Betacam,  DAT, 1/4 inch.","16 bit Unicode String",,,,,,"32 unicode characters max",,,,,
,Metadata,2,Leaf,5,06,0E,2B,34,01,01,01,2,04,10,01,01,02,00,00,00,,,,06.0E.2B.34.01.01.01.02.04.10.01.01.02.00.00.00,,,,,,"Tape formulation","Specifies the formulation of the tape - eg. Metal, oxide etc","ISO/IEC 646:1991 - ISO 7-Bit Coded Character Set",,,,,,"32 bytes max",,,,,
,Metadata,2,Leaf,6,06,0E,2B,34,01,01,01,2,04,10,01,01,02,01,00,00,,,,06.0E.2B.34.01.01.01.02.04.10.01.01.02.01.00.00,,,,,,"Tape formulation","Specifies the formulation of the tape - eg. Metal, oxide etc","16 bit Unicode String",,,,,,"32 unicode characters max",,,,,
,Metadata,2,Leaf,5,06,0E,2B,34,01,01,01,2,04,10,01,01,03,00,00,00,,,,06.0E.2B.34.01.01.01.02.04.10.01.01.03.00.00.00,,,,,,"Tape capacity","Specifies the tape capacity in minutes",UInt32,,,,,,"4 bytes",,,,,
,Metadata,2,Leaf,5,06,0E,2B,34,01,01,01,2,04,10,01,01,04,00,00,00,,,,06.0E.2B.34.01.01.01.02.04.10.01.01.04.00.00.00,,,,,,"Tape manufacturer","Specifies the tape manufacturer","ISO/IEC 646:1991 - ISO 7-Bit Coded Character Set",,,,,,"32 bytes max",,,,,
,Metadata,2,Leaf,6,06,0E,2B,34,01,01,01,2,04,10,01,01,04,01,00,00,,,,06.0E.2B.34.01.01.01.02.04.10.01.01.04.01.00.00,,,,,,"Tape manufacturer","Specifies the tape manufacturer","16 bit Unicode String",,,,,,Variable,,,,,
,Metadata,2,Leaf,5,06,0E,2B,34,01,01,01,2,04,10,01,01,05,00,00,00,,,,06.0E.2B.34.01.01.01.02.04.10.01.01.05.00.00.00,,,,,,"Tape Stock","Specifies the tape stock","ISO/IEC 646:1991 - ISO 7-Bit Coded Character Set",,,,,,"32 chars max",,,,,
,Metadata,2,Leaf,6,06,0E,2B,34,01,01,01,2,04,10,01,01,05,01,00,00,,,,06.0E.2B.34.01.01.01.02.04.10.01.01.05.01.00.00,,,,,,"Tape Stock","Specifies the tape stock","16 bit Unicode String",,,,,,"32 Unicode chars max",,,,,
,Metadata,2,Leaf,5,06,0E,2B,34,01,01,01,2,04,10,01,01,06,00,00,00,,,,06.0E.2B.34.01.01.01.02.04.10.01.01.06.00.00.00,,,,,,"Tape batch number","Specifies the batch number of the tape","ISO/IEC 646:1991 - ISO 7-Bit Coded Character Set",,,,,,"32 bytes max",,,,,
,Metadata,2,Leaf,6,06,0E,2B,34,01,01,01,2,04,10,01,01,06,01,00,00,,,,06.0E.2B.34.01.01.01.02.04.10.01.01.06.01.00.00,,,,,,"Tape batch number","Specifies the batch number of the tape","16 bit Unicode String",,,,,,"32 unicode characters max",,,,,
,Metadata,3,Node,5,06,0E,2B,34,01,01,01,3,4,10,1,1,10,0,0,0,,,,06.0E.2B.34.01.01.01.03.04.10.01.01.10.00.00.00,,,,,,"Tape medium fundamental parameters","Fundamental characteristics of Tape medium",,,,,,,,,,,,
,Metadata,3,Leaf,6,06,0E,2B,34,01,01,01,3,4,10,1,1,10,1,0,0,,,,06.0E.2B.34.01.01.01.03.04.10.01.01.10.01.00.00,,,,,,"Tape partition capacity","The capacity of a tape partition in terms of the maximum number of Megabytes which can be stored.",UInt64,,,,,,"8 bytes",,,,,
,Metadata,1,Node,4,06,0E,2B,34,01,01,01,1,04,10,01,02,00,00,00,00,,,,06.0E.2B.34.01.01.01.01.04.10.01.02.00.00.00.00,,,,,,"Disc medium parameters","Characteristics of Disc medium",,,,,,,,,,,,
,Metadata,3,Node,5,06,0E,2B,34,01,01,01,3,4,10,1,2,1,0,0,0,,,,06.0E.2B.34.01.01.01.03.04.10.01.02.01.00.00.00,,,,,,"Disc medium fundamental parameters","Fundamental characteristics of Disc medium",,,,,,,,,,,,
,Metadata,3,Leaf,5,06,0E,2B,34,01,01,01,3,4,10,1,2,2,0,0,0,,,,06.0E.2B.34.01.01.01.03.04.10.01.02.02.00.00.00,,,,,,"Disc partition capacity","The capacity of the disc partition in terms of the maximum number of Megabytes which can be stored.",UInt64,,,,,,"8 bytes",,,,,
,Metadata,1,Node,4,06,0E,2B,34,01,01,01,1,04,10,01,03,00,00,00,00,,,,06.0E.2B.34.01.01.01.01.04.10.01.03.00.00.00.00,,,,,,"Film Medium Parameters","Information about the physical film medium",,,,,,,,,,,,
,Metadata,1,Node,5,06,0E,2B,34,01,01,01,1,04,10,01,03,01,00,00,00,,,,06.0E.2B.34.01.01.01.01.04.10.01.03.01.00.00.00,,,,,,"Generic Film Medium Parameters","Generic Information about the film medium",,,,,,,,,,,,
,Metadata,1,Leaf,6,06,0E,2B,34,01,01,01,1,04,10,01,03,01,01,00,00,,,,06.0E.2B.34.01.01.01.01.04.10.01.03.01.01.00.00,,,,,,"Film Colour Process","The film colouring process used.  Eg  Pathe Colour,  Hand Colouring,  Berthon Keller Dorian Lenticular Process","ISO/IEC 646:1991 - ISO 7-Bit Coded Character Set",,,,,,"32 bytes max",,,,,
,Metadata,1,Leaf,6,06,0E,2B,34,01,01,01,1,04,10,01,03,01,02,00,00,,,,06.0E.2B.34.01.01.01.01.04.10.01.03.01.02.00.00,,,,,,"Edge Code Format","Specifies the edge code format",EdgeType,,,,,,"2 bytes",,,,,
,Metadata,2,Leaf,6,06,0E,2B,34,01,01,01,2,04,10,01,03,01,03,00,00,,,,06.0E.2B.34.01.01.01.02.04.10.01.03.01.03.00.00,,,,,,"Perforations Per Frame (Integer)","Specifies number of perforations per frame [e.g. 2, 3, 4, 5, 8, 10, 12, 15]",UInt8,,,,,,"1 byte",,,,,
,Metadata,2,Leaf,7,06,0E,2B,34,01,01,01,2,04,10,01,03,01,03,01,00,,,,06.0E.2B.34.01.01.01.02.04.10.01.03.01.03.01.00,,,,,,"Perforations Per Frame","Specifies number of perforations per frame [e.g. 2, 3, 4, 5, 8, 10, 12, 15] or non-integer values",Rational,,,,,,"8 bytes",,,,,
,Metadata,1,Leaf,6,06,0E,2B,34,01,01,01,1,04,10,01,03,01,04,00,00,,,,06.0E.2B.34.01.01.01.01.04.10.01.03.01.04.00.00,,,,,,"Film gauge and format","The gauge and format of the film eg  Neg;  Blair Viventoscope","ISO/IEC 646:1991 - ISO 7-Bit Coded Character Set",,,,,,"32 bytes max",,,,,
,Metadata,2,Leaf,7,06,0E,2B,34,01,01,01,2,04,10,01,03,01,04,01,00,,,,06.0E.2B.34.01.01.01.02.04.10.01.03.01.04.01.00,,,,,,"Film gauge and format","The gauge and format of the film eg  Neg;  Blair Viventoscope","16 bit Unicode String",,,,,,Variable,,,,,
,Metadata,2,Leaf,7,06,0E,2B,34,01,01,01,2,04,10,01,03,01,04,02,00,,,,06.0E.2B.34.01.01.01.02.04.10.01.03.01.04.02.00,,,,,,"Film gauge and format","The gauge and format of the film eg  Neg;  Blair Viventoscope",FilmFormat,,,,,,"2 bytes",,,,,
,Metadata,1,Leaf,6,06,0E,2B,34,01,01,01,1,04,10,01,03,01,05,00,00,,,,06.0E.2B.34.01.01.01.01.04.10.01.03.01.05.00.00,,,,,,"Film Stock type","eg. 5247","ISO/IEC 646:1991 - ISO 7-Bit Coded Character Set",,,,,,"32 bytes max",,,,,
,Metadata,2,Leaf,7,06,0E,2B,34,01,01,01,2,04,10,01,03,01,05,01,00,,,,06.0E.2B.34.01.01.01.02.04.10.01.03.01.05.01.00,,,,,,"Film Stock type","eg. 5247","16 bit Unicode String",,,,,,Variable,,,,,
,Metadata,1,Leaf,6,06,0E,2B,34,01,01,01,1,04,10,01,03,01,06,00,00,,,,06.0E.2B.34.01.01.01.01.04.10.01.03.01.06.00.00,,,,,,"Film stock manufacturer","eg Kodak, Ilford","ISO/IEC 646:1991 - ISO 7-Bit Coded Character Set",,,,,,"32 bytes max",,,,,
,Metadata,2,Leaf,7,06,0E,2B,34,01,01,01,2,04,10,01,03,01,06,01,00,,,,06.0E.2B.34.01.01.01.02.04.10.01.03.01.06.01.00,,,,,,"Film stock manufacturer","eg Kodak, Ilford","16 bit Unicode String",,,,,,Variable,,,,,
,Metadata,2,Leaf,6,06,0E,2B,34,01,01,01,2,04,10,01,03,01,07,00,00,,,,06.0E.2B.34.01.01.01.02.04.10.01.03.01.07.00.00,,,,,,"Film Batch Number","Specifies the batch of film stock","ISO/IEC 646:1991 - ISO 7-Bit Coded Character Set",,,,,,"32 bytes max",,,,,
,Metadata,2,Leaf,7,06,0E,2B,34,01,01,01,2,04,10,01,03,01,07,01,00,,,,06.0E.2B.34.01.01.01.02.04.10.01.03.01.07.01.00,,,,,,"Film Batch Number","Specifies the batch of film stock","16 bit Unicode String",,,,,,Variable,,,,,
,Metadata,2,Leaf,6,06,0E,2B,34,01,01,01,2,04,10,01,03,01,08,00,00,,,,06.0E.2B.34.01.01.01.02.04.10.01.03.01.08.00.00,,,,,,"Film Gauge","Specifies gauge of film stock in mm  eg  70 mm, 48 mm, 16mm etc",FilmType,,,,,,"2 bytes",,,,,
,Metadata,2,Leaf,6,06,0E,2B,34,01,01,01,2,04,10,01,03,01,09,00,00,,,,06.0E.2B.34.01.01.01.02.04.10.01.03.01.09.00.00,,,,,,"Edge Code Film Gauge","Specifies the gauge of film stock associated with the edge code.",FilmType,,,,,,"2 bytes",,,,,
,Metadata,1,Node,5,06,0E,2B,34,01,01,01,1,04,10,01,03,02,00,00,00,,,,06.0E.2B.34.01.01.01.01.04.10.01.03.02.00.00.00,,,,,,"Specific Film Medium Parameters","Specific Information about the film medium",,,,,,,,,,,,
,Metadata,1,Leaf,6,06,0E,2B,34,01,01,01,1,04,10,01,03,02,01,00,00,,,,06.0E.2B.34.01.01.01.01.04.10.01.03.02.01.00.00,,,,,,"Physical Media length (metres)","The physical length of the medium on which the essence was captured",UIMSBF,,,,,,"4 bytes",,,,,
,Metadata,1,Leaf,6,06,0E,2B,34,01,01,01,1,04,10,01,03,02,02,00,00,,,,06.0E.2B.34.01.01.01.01.04.10.01.03.02.02.00.00,,,,,,"Film capture aperture","eg super 16, academy etc.","ISO/IEC 646:1991 - ISO 7-Bit Coded Character Set",,,,,,"32 bytes max",,,,,
,Metadata,2,Leaf,6,06,0E,2B,34,01,01,01,2,04,10,01,03,02,03,00,00,,,,06.0E.2B.34.01.01.01.02.04.10.01.03.02.03.00.00,,,,,,"Exposed aspect ratio","Aspect ratio of the exposed physical frame",Rational,,,,,,"8 bytes",,,,,
,Metadata,2,Node,2,06,0E,2B,34,01,01,01,2,04,18,00,00,00,00,00,00,,,,06.0E.2B.34.01.01.01.02.04.18.00.00.00.00.00.00,,,,,,"Memory Storage Characteristics","Information about persistent and transient memory parameters",,,,,,,,,,,,
,Metadata,2,Node,3,06,0E,2B,34,01,01,01,2,04,18,01,00,00,00,00,00,,,,06.0E.2B.34.01.01.01.02.04.18.01.00.00.00.00.00,,,,,,"Memory Storage alignment characteristics","Information about aligning data with defined memory boundaries",,,,,,,,,,,,
,Metadata,2,Leaf,4,06,0E,2B,34,01,01,01,2,04,18,01,01,00,00,00,00,,,,06.0E.2B.34.01.01.01.02.04.18.01.01.00.00.00.00,,,,,,"Image Alignment Offset","Specifies number of bytes to align the start of an image with a defined memory boundary",UInt32,,,,,,"4 bytes",,,,,
,Metadata,2,Leaf,4,06,0E,2B,34,01,01,01,2,04,18,01,02,00,00,00,00,,,,06.0E.2B.34.01.01.01.02.04.18.01.02.00.00.00.00,,,,,,"Field Start Offset","Specifies bytes of fill before start of field",UInt32,,,,,,"4 bytes",,,,,
,Metadata,2,Leaf,4,06,0E,2B,34,01,01,01,2,04,18,01,03,00,00,00,00,,,,06.0E.2B.34.01.01.01.02.04.18.01.03.00.00.00.00,,,,,,"Field End Offset","Specifies bytes of fill after end of field",UInt32,,,,,,"4 bytes",,,,,
,Metadata,2,Leaf,4,06,0E,2B,34,01,01,01,2,04,18,01,04,00,00,00,00,,,,06.0E.2B.34.01.01.01.02.04.18.01.04.00.00.00.00,,,,,,"Pixel Padding Bits","Specifies the number of bits to pad each pixel so that the next pixel starts on a defined boundary",Int16,,,,,,"2 bytes",,,,,
,Metadata,1,Node,2,06,0E,2B,34,01,01,01,1,04,20,00,00,00,00,00,00,,,,06.0E.2B.34.01.01.01.01.04.20.00.00.00.00.00.00,,,,,,"Device Characteristics","Information about the devices used",,,,,,,,,,,,
,Metadata,1,Node,3,06,0E,2B,34,01,01,01,1,04,20,01,00,00,00,00,00,,,,06.0E.2B.34.01.01.01.01.04.20.01.00.00.00.00.00,,,,,,"Camera Characteristics","Information about camera devices",,,,,,,,,,,,
,Metadata,1,Node,4,06,0E,2B,34,01,01,01,1,04,20,01,01,00,00,00,00,,,,06.0E.2B.34.01.01.01.01.04.20.01.01.00.00.00.00,,,,,,"Image Characteristics","The specific category of imagery",,,,,,,,,,,,
